mRNA,GO,Term,Annotated,Significant,Expected,Fisher,ontology,sig.prop,Month
evm.TU.chromosome_11.3026.2.5f15e1df,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3026.3.5f15e1e0,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3026.3.5f15e1e0,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3026,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3026,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3027,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3028,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3029,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.46.1.5f15dbfa,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.46.1.5f15dbfa,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.46,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.46,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.45,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.45,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.125,GO:0005518,collagen binding,79,4,1.32,0.04312,Molecular Functions,0.05063291139,February
evm.TU.chromosome_11.125,GO:0005201,extracellular matrix structural constituent,339,26,5.66,3.40E-10,Molecular Functions,0.07669616519,February
evm.TU.chromosome_11.2207,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1955,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1955,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1928_evm.TU.chromosome_11.1922,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1928_evm.TU.chromosome_11.1922,GO:0005201,extracellular matrix structural constituent,339,26,5.66,3.40E-10,Molecular Functions,0.07669616519,February
evm.TU.chromosome_11.1852,GO:0004601,peroxidase activity,81,5,1.35,0.02422,Molecular Functions,0.06172839506,February
evm.TU.chromosome_11.1852,GO:0004601,peroxidase activity,81,5,1.35,0.02422,Molecular Functions,0.06172839506,February
evm.TU.chromosome_11.1854,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1658,GO:0004252,serine-type endopeptidase activity,302,14,5.04,0.00058,Molecular Functions,0.04635761589,February
evm.TU.chromosome_11.1658,GO:0004252,serine-type endopeptidase activity,302,14,5.04,0.00058,Molecular Functions,0.04635761589,February
evm.TU.chromosome_11.1651,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1650,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1655,GO:0004252,serine-type endopeptidase activity,302,14,5.04,0.00058,Molecular Functions,0.04635761589,February
evm.TU.chromosome_11.1655,GO:0004252,serine-type endopeptidase activity,302,14,5.04,0.00058,Molecular Functions,0.04635761589,February
evm.TU.chromosome_11.1654,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.822,GO:0001222,transcription corepressor binding,3,1,0.05,0.04923,Molecular Functions,0.3333333333,February
evm.TU.chromosome_11.828,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2120,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2120,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2121,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2121,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2129,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.987,GO:0003735,structural constituent of ribosome,168,7,2.8,0.02288,Molecular Functions,0.04166666667,February
evm.TU.chromosome_11.987,GO:0003735,structural constituent of ribosome,168,7,2.8,0.02288,Molecular Functions,0.04166666667,February
evm.TU.chromosome_11.791,GO:0015485,cholesterol binding,34,3,0.57,0.01879,Molecular Functions,0.08823529412,February
evm.TU.chromosome_11.799,GO:0046332,SMAD binding,62,5,1.03,0.00373,Molecular Functions,0.08064516129,February
evm.TU.chromosome_11.3156,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3156,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3155,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.3155,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.552,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.552,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.1303,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.904,GO:0004089,carbonate dehydratase activity,17,4,0.28,0.00015,Molecular Functions,0.2352941176,February
evm.TU.chromosome_11.904,GO:0004089,carbonate dehydratase activity,17,4,0.28,0.00015,Molecular Functions,0.2352941176,February
evm.TU.chromosome_11.907,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.906,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.906,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.903,GO:0004089,carbonate dehydratase activity,17,4,0.28,0.00015,Molecular Functions,0.2352941176,February
evm.TU.chromosome_11.903,GO:0004089,carbonate dehydratase activity,17,4,0.28,0.00015,Molecular Functions,0.2352941176,February
evm.TU.chromosome_11.243,GO:0002020,protease binding,123,6,2.05,0.0172,Molecular Functions,0.0487804878,February
evm.TU.chromosome_11.2603,GO:0003735,structural constituent of ribosome,168,7,2.8,0.02288,Molecular Functions,0.04166666667,February
evm.TU.chromosome_11.2603,GO:0003735,structural constituent of ribosome,168,7,2.8,0.02288,Molecular Functions,0.04166666667,February
evm.TU.chromosome_11.90,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.90,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.91,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.91,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.95,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.95,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.617,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.617,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.611,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.610,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.610,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.613,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.618,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.618,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1227.1.5f15dead,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1227.1.5f15dead,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.1227,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1227,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.1224,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.159,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.159,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.151,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.421,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.421,GO:0030414,peptidase inhibitor activity,120,5,2,0.00558,Molecular Functions,0.04166666667,February
evm.TU.chromosome_11.421,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1411,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.2576,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2573,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.2573,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.2572,GO:0031492,nucleosomal DNA binding,40,4,0.67,0.00433,Molecular Functions,0.1,February
evm.TU.chromosome_11.2572,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.2572,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.2571,GO:0003680,minor groove of adenine-thymine-rich DNA binding,20,6,0.33,6.50E-07,Molecular Functions,0.3,February
evm.TU.chromosome_11.2571,GO:0031492,nucleosomal DNA binding,40,4,0.67,0.00433,Molecular Functions,0.1,February
evm.TU.chromosome_11.2571,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.2570,GO:0031492,nucleosomal DNA binding,40,4,0.67,0.00433,Molecular Functions,0.1,February
evm.TU.chromosome_11.2570,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.2570,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.1886,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.1886,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.327,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.327,GO:0005201,extracellular matrix structural constituent,339,26,5.66,3.40E-10,Molecular Functions,0.07669616519,February
evm.TU.chromosome_11.2728,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2728,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.15,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.15,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.18,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.18,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2911,GO:0008239,dipeptidyl-peptidase activity,16,3,0.27,0.00219,Molecular Functions,0.1875,February
evm.TU.chromosome_11.2874,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2110,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2110,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2113,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2113,GO:0005201,extracellular matrix structural constituent,339,26,5.66,3.40E-10,Molecular Functions,0.07669616519,February
evm.TU.chromosome_11.2113,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2115,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2115,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2116,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.2116,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.745,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.745,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1802,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1802,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1801,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.1801,GO:0005509,calcium ion binding,1711,38,28.55,0.04229,Molecular Functions,0.02220923437,February
evm.TU.chromosome_11.509,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.509,GO:0046982,protein heterodimerization activity,465,16,7.76,0.00523,Molecular Functions,0.03440860215,February
evm.TU.chromosome_11.1352,GO:0003735,structural constituent of ribosome,168,7,2.8,0.02288,Molecular Functions,0.04166666667,February
evm.TU.chromosome_11.1352,GO:0003735,structural constituent of ribosome,168,7,2.8,0.02288,Molecular Functions,0.04166666667,February
evm.TU.chromosome_11.1350,GO:0008239,dipeptidyl-peptidase activity,16,3,0.27,0.00219,Molecular Functions,0.1875,February
evm.TU.chromosome_11.1350,GO:0008237,metallopeptidase activity,449,16,7.49,0.01388,Molecular Functions,0.03563474388,February
evm.TU.chromosome_11.1350,GO:0008239,dipeptidyl-peptidase activity,16,3,0.27,0.00219,Molecular Functions,0.1875,February
evm.TU.chromosome_11.1350,GO:0008237,metallopeptidase activity,449,16,7.49,0.01388,Molecular Functions,0.03563474388,February
evm.TU.chromosome_11.1681,GO:0004252,serine-type endopeptidase activity,302,14,5.04,0.00058,Molecular Functions,0.04635761589,February
