miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,score,energy,query_start_end,subject_start_end,total_bp_shared,query_similar,subject_similar,Swiss.Prot_Hit,SP_E.value,Swiss.Prot_Description,Trembl_Hit,TB_E.value,Trembl_Description,NCBI_hit,nr_E.value,NCBI_Description,GO_Swiss.Prot,GO_Trembl
Cluster_30,evm.TU.chromosome_13.703,0.3261367815,0.1729790178,0.7567446457,167,-21.27,2 21,338 360,20,80.00%,80.00%,sp|D2GXS7|TRIM2_AILME,1.61E-13,Tripartite motif-containing protein 2 OS=Ailuropoda melanoleuca GN=TRIM2 PE=3 SV=1,tr|A0A2B4SDA3|A0A2B4SDA3_STYPI,0,RING finger protein nhl-1 OS=Stylophora pistillata GN=nhl-1 PE=4 SV=1,ref|XP_020601683.1|,0,"tripartite motif-containing protein 2-like, partial [Orbicella faveolata]",GO:0005737; GO:0004842; GO:0008270; GO:0043523,GO:0046872
Cluster_4831,evm.TU.chromosome_10.2504,-0.110390374,0.6527876156,0.9407903862,157,-20.08,2 21,24 45,20,70.00%,85.00%,sp|P14381|YTX2_XENLA,1.16E-34,Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1,tr|E7F608|E7F608_DANRE,3.48E-42,Si:dkey-187k19.2 OS=Danio rerio GN=si:dkey-187k19.2 PE=4 SV=1,gb|PIK50851.1|,1.10E-50,putative monocarboxylate transporter 10 [Apostichopus japonicus],,GO:0003964
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,158,-25.73,2 20,963 989,23,65.22%,78.26%,sp|Q9Z0X1|AIFM1_MOUSE,0,"Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",tr|A0A2B4RRE9|A0A2B4RRE9_STYPI,0,"Apoptosis-inducing factor 1, mitochondrial OS=Stylophora pistillata GN=AIFM1 PE=4 SV=1",gb|PFX21014.1|,0,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]",GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_9205,evm.TU.chromosome_4.1423_evm.TU.chromosome_4.1431,-0.2804335149,0.2448634441,0.804629269,153,-20.53,2 20,248 268,18,66.67%,83.33%,sp|Q54TR1|CFAD_DICDI,3.72E-92,Counting factor associated protein D OS=Dictyostelium discoideum GN=cfaD PE=1 SV=1,tr|A0A2B4SLD2|A0A2B4SLD2_STYPI,0,Counting factor associated protein D OS=Stylophora pistillata GN=cfaD PE=4 SV=1,gb|PFX31494.1|,0,digestive cysteine proteinase 1-like [Stylophora pistillata],GO:0031410; GO:0005576; GO:0005615; GO:0005764; GO:1903665; GO:1903669; GO:0072659; GO:0031288; GO:0030435,GO:0008234
Cluster_8986,evm.TU.chromosome_11.2126,-0.05367947441,0.8272303138,0.9744427486,171,-22.09,2 20,879 900,18,83.33%,83.33%,sp|P23381|SYWC_HUMAN,0,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2",tr|A0A2B4RUK3|A0A2B4RUK3_STYPI,0,"Tryptophan--tRNA ligase, cytoplasmic OS=Stylophora pistillata GN=WARS PE=4 SV=1",ref|XP_020604299.1|,0,"tryptophan--tRNA ligase, cytoplasmic-like isoform X2 [Orbicella faveolata]",GO:0005737; GO:0005829; GO:0070062; GO:0005634; GO:0043234; GO:0005524; GO:0019210; GO:0019904; GO:0042803; GO:0019901; GO:0004830; GO:0001525; GO:0008285; GO:0006469; GO:0001933; GO:0010628; GO:0031334; GO:0045765; GO:0010835; GO:0006412; GO:0006418; GO:0006436,GO:0005737; GO:0005524; GO:0004830; GO:0006436
Cluster_1192,evm.TU.chromosome_9.842,0.3464890357,0.1461556138,0.7322650813,164,-20.06,2 19,380 400,17,82.35%,88.24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cluster_9205,evm.TU.chromosome_9.844,-0.1998682948,0.4119954318,0.8760578935,153,-22.5,2 19,426 448,18,72.22%,77.78%,sp|P23780|BGAL_MOUSE,2.46E-166,Beta-galactosidase OS=Mus musculus GN=Glb1 PE=1 SV=1,tr|A0A2B4RW49|A0A2B4RW49_STYPI,0,Beta-galactosidase OS=Stylophora pistillata GN=Glb1 PE=4 SV=1,ref|XP_020604849.1|,0,beta-galactosidase-like [Orbicella faveolata],GO:0005737; GO:0005615; GO:0005794; GO:0043231; GO:0005764; GO:0005773; GO:0004565; GO:0016936; GO:0016787; GO:0044262; GO:0019388; GO:0051413; GO:1904016,GO:0004565; GO:0005975
Cluster_860,evm.TU.chromosome_5.2654,0.09595058835,0.6959829662,0.9498619668,175,-20.86,2 20,112 133,18,83.33%,88.89%,sp|Q02505|MUC3A_HUMAN,5.32E-12,Mucin-3A OS=Homo sapiens GN=MUC3A PE=1 SV=3,tr|A0A2B4SUF1|A0A2B4SUF1_STYPI,6.65E-64,Mucin-3A OS=Stylophora pistillata GN=MUC3A PE=4 SV=1,ref|XP_020620521.1|,2.81E-121,uncharacterized protein PB18E9.04c-like [Orbicella faveolata],GO:0005576; GO:0005796; GO:0016021; GO:0005886; GO:0030197; GO:0005201; GO:0016266; GO:0002223,GO:0016021
Cluster_1473,evm.TU.chromosome_8.2269,-0.119812266,0.6251526742,0.934501017,170,-20.92,2 20,472 494,19,78.95%,89.47%,NA,NA,NA,tr|A0A2B4RTG7|A0A2B4RTG7_STYPI,1.66E-38,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene15923 PE=4 SV=1,ref|XP_020606680.1|,3.53E-67,uncharacterized protein LOC110045420 isoform X1 [Orbicella faveolata],NA,GO:0016021
Cluster_3331,evm.TU.chromosome_7.94,0.08629903828,0.7253727199,0.9560208245,170,-26.11,2 21,494 514,19,84.21%,84.21%,sp|O43854|EDIL3_HUMAN,7.81E-22,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1,tr|A0A2B4SZX1|A0A2B4SZX1_STYPI,4.29E-141,Lactadherin OS=Stylophora pistillata GN=Mfge8 PE=4 SV=1,ref|XP_020601600.1|,9.16E-147,contactin-associated protein-like 2 [Orbicella faveolata],GO:0070062; GO:0031012; GO:1903561; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811,
Cluster_3337,evm.TU.chromosome_7.94,-0.2368952921,0.3288192247,0.8459339882,170,-26.11,2 21,494 514,19,84.21%,84.21%,sp|O43854|EDIL3_HUMAN,7.81E-22,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1,tr|A0A2B4SZX1|A0A2B4SZX1_STYPI,4.29E-141,Lactadherin OS=Stylophora pistillata GN=Mfge8 PE=4 SV=1,ref|XP_020601600.1|,9.16E-147,contactin-associated protein-like 2 [Orbicella faveolata],GO:0070062; GO:0031012; GO:1903561; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811,
Cluster_3338,evm.TU.chromosome_7.94,-0.2574482731,0.287294789,0.8269705068,170,-26.11,2 21,494 514,19,84.21%,84.21%,sp|O43854|EDIL3_HUMAN,7.81E-22,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1,tr|A0A2B4SZX1|A0A2B4SZX1_STYPI,4.29E-141,Lactadherin OS=Stylophora pistillata GN=Mfge8 PE=4 SV=1,ref|XP_020601600.1|,9.16E-147,contactin-associated protein-like 2 [Orbicella faveolata],GO:0070062; GO:0031012; GO:1903561; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811,
Cluster_3331,evm.TU.chromosome_1.741,0.2465722976,0.3088485016,0.8372825494,160,-20.44,2 13,88 109,11,100.00%,100.00%,NA,NA,NA,tr|A0A1S3HH31|A0A1S3HH31_LINUN,0,uncharacterized protein LOC106154518 OS=Lingula unguis GN=LOC106154518 PE=4 SV=1,ref|XP_015764771.1|,0,PREDICTED: uncharacterized protein LOC107343697 [Acropora digitifera],NA,GO:0003676; GO:0015074
Cluster_3337,evm.TU.chromosome_1.741,-0.2722783508,0.2594328463,0.8127330208,160,-20.44,2 13,88 109,11,100.00%,100.00%,NA,NA,NA,tr|A0A1S3HH31|A0A1S3HH31_LINUN,0,uncharacterized protein LOC106154518 OS=Lingula unguis GN=LOC106154518 PE=4 SV=1,ref|XP_015764771.1|,0,PREDICTED: uncharacterized protein LOC107343697 [Acropora digitifera],NA,GO:0003676; GO:0015074
Cluster_3338,evm.TU.chromosome_1.741,-0.2954090722,0.2194942872,0.7898032981,160,-20.44,2 13,88 109,11,100.00%,100.00%,NA,NA,NA,tr|A0A1S3HH31|A0A1S3HH31_LINUN,0,uncharacterized protein LOC106154518 OS=Lingula unguis GN=LOC106154518 PE=4 SV=1,ref|XP_015764771.1|,0,PREDICTED: uncharacterized protein LOC107343697 [Acropora digitifera],NA,GO:0003676; GO:0015074
Cluster_3423,evm.TU.chromosome_3.127,0.05920516698,0.8097412288,0.9715508533,175,-24.89,2 21,626 648,20,80.00%,90.00%,NA,NA,NA,tr|A0A2B4S5T5|A0A2B4S5T5_STYPI,1.45E-109,Mitogen-activated protein kinase kinase kinase A OS=Stylophora pistillata GN=mkkA PE=4 SV=1,ref|XP_011432796.1|,2.38E-137,PREDICTED: uncharacterized protein LOC105332054 [Crassostrea gigas],NA,GO:0016021; GO:0005524; GO:0004672
Cluster_137,evm.TU.chromosome_12.1925,0.3304411496,0.1670462551,0.7516578731,165,-22.89,2 20,646 666,18,77.78%,88.89%,sp|Q5RE08|FBX22_PONAB,1.77E-25,F-box only protein 22 OS=Pongo abelii GN=FBXO22 PE=2 SV=1,tr|A0A2B4SW08|A0A2B4SW08_STYPI,0,F-box only protein 22 OS=Stylophora pistillata GN=Fbxo22 PE=4 SV=1,ref|XP_020619232.1|,0,F-box only protein 22-like [Orbicella faveolata],GO:0030018,
Cluster_1453,evm.TU.chromosome_14.5793,0.4100093211,0.0812528779,0.6450789511,144,-21.32,2 19,718 743,21,61.90%,76.19%,sp|Q8CG08|CTHR1_RAT,7.05E-26,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1,tr|A0A2B4RAD2|A0A2B4RAD2_STYPI,4.58E-70,Collagen triple helix repeat-containing protein 1 OS=Stylophora pistillata GN=CTHRC1 PE=4 SV=1,ref|XP_020600780.1|,5.85E-97,collagen triple helix repeat-containing protein 1-like [Orbicella faveolata],GO:0005581; GO:0005737; GO:0005576; GO:0005615; GO:0005578; GO:0005109; GO:0017147; GO:0016477; GO:0090103; GO:0090177; GO:0060122; GO:0090090; GO:0043932; GO:0045669; GO:0033690; GO:0032092; GO:0060071,GO:0005581
Cluster_4425,evm.TU.chromosome_5.91,0.0166252665,0.9461420172,0.9928021821,163,-22.57,2 21,534 556,20,75.00%,80.00%,NA,NA,NA,tr|A0A2B4S421|A0A2B4S421_STYPI,2.82E-37,Neurogenic locus Notch protein OS=Stylophora pistillata GN=N PE=4 SV=1,ref|XP_020606189.1|,2.34E-47,adhesion G protein-coupled receptor L1-like [Orbicella faveolata],NA,GO:0005509
Cluster_9000,evm.TU.chromosome_14.5423,-0.01340765926,0.9565550484,0.9943331648,160,-22.4,2 18,127 150,18,77.78%,83.33%,sp|Q28DB5|ALAT2_XENTR,1.03E-174,Alanine aminotransferase 2 OS=Xenopus tropicalis GN=gpt2 PE=2 SV=1,tr|A0A2B4S7V9|A0A2B4S7V9_STYPI,0,Alanine aminotransferase 2 OS=Stylophora pistillata GN=gpt2 PE=4 SV=1,ref|XP_022791323.1|,0,alanine aminotransferase 2-like isoform X2 [Stylophora pistillata],GO:0004021; GO:0030170; GO:0006103; GO:0009058; GO:0042853; GO:0042851,GO:0030170; GO:0008483; GO:0009058
Cluster_1452,evm.TU.chromosome_14.5422,0.5365109344,0.01787446259,0.4295917592,147,-20.32,2 19,567 591,20,75.00%,75.00%,sp|Q6DGQ4|CP087_DANRE,1.29E-13,UPF0547 protein C16orf87 homolog OS=Danio rerio GN=zgc:92818 PE=2 SV=1,tr|A0A2B4S8P0|A0A2B4S8P0_STYPI,1.36E-136,UPF0547 protein C16orf87-like OS=Stylophora pistillata GN=AWC38_SpisGene10180 PE=4 SV=1,ref|XP_020603278.1|,2.94E-146,uncharacterized protein LOC110042258 [Orbicella faveolata],,
Cluster_4696,evm.TU.chromosome_14.5420,-0.1878254906,0.4412865016,0.8852852792,156,-21.39,2 20,443 462,18,66.67%,88.89%,sp|Q96CG8|CTHR1_HUMAN,7.92E-45,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1,tr|A0A2B4S5N2|A0A2B4S5N2_STYPI,2.67E-83,Collagen triple helix repeat-containing protein 1 OS=Stylophora pistillata GN=CTHRC1 PE=4 SV=1,ref|XP_020615095.1|,2.56E-90,collagen triple helix repeat-containing protein 1-like [Orbicella faveolata],GO:0005581; GO:0005737; GO:0005576; GO:0005615; GO:0005578; GO:0005109; GO:0017147; GO:0016477; GO:0090103; GO:0090177; GO:0060122; GO:0090090; GO:0043932; GO:0045669; GO:0033690; GO:0032092; GO:0060071,GO:0005581
Cluster_1453,evm.TU.chromosome_2.360,0.2581859607,0.2858671539,0.8262319277,160,-21.46,2 13,687 708,11,100.00%,100.00%,NA,NA,NA,tr|A7RYY2|A7RYY2_NEMVE,1.11E-143,Predicted protein OS=Nematostella vectensis GN=v1g236767 PE=4 SV=1,ref|XP_020625617.1|,1.04E-159,uncharacterized protein LOC110063004 [Orbicella faveolata],NA,GO:0016021
Cluster_3406,evm.TU.chromosome_13.2799,-0.2238964168,0.3568100741,0.8572429459,162,-21.19,2 19,339 360,17,70.59%,88.24%,NA,NA,NA,tr|A0A2B4RSB3|A0A2B4RSB3_STYPI,1.39E-127,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16161 PE=4 SV=1,ref|XP_020608705.1|,1.88E-161,uncharacterized protein LOC110047301 [Orbicella faveolata],NA,GO:0007165
Cluster_1411,evm.TU.chromosome_6.485,0.03125496007,0.8989257436,0.9860972465,157,-23.51,2 21,229 255,24,70.83%,79.17%,sp|P69478|CHSTB_RAT,1.64E-45,Carbohydrate sulfotransferase 11 OS=Rattus norvegicus GN=Chst11 PE=1 SV=1,tr|A0A226PVT6|A0A226PVT6_COLVI,1.31E-44,Carbohydrate sulfotransferase OS=Colinus virginianus GN=H355_011411 PE=3 SV=1,ref|XP_020610781.1|,3.37E-130,carbohydrate sulfotransferase 11-like [Orbicella faveolata],GO:0000139; GO:0016021; GO:0016020; GO:0047756; GO:0001537; GO:0050659; GO:0008146; GO:0016051; GO:0051216; GO:0002063; GO:0030206; GO:0030204; GO:0048589; GO:0042733; GO:0030326; GO:0048704; GO:0048703; GO:0043066; GO:0030512; GO:0033037; GO:0036342; GO:0009791; GO:0042127; GO:0007585,GO:0000139; GO:0016021; GO:0008146; GO:0016051
Cluster_1411,evm.TU.chromosome_6.484,0.1839534088,0.4509288027,0.8883056862,157,-23.51,2 21,229 255,24,70.83%,79.17%,sp|Q8JI28|TLL1_XENLA,7.35E-36,Tolloid-like protein 1 OS=Xenopus laevis GN=tll1 PE=1 SV=1,tr|A0A2B4RH88|A0A2B4RH88_STYPI,5.04E-40,Bone morphogenetic protein 1 OS=Stylophora pistillata GN=Bmp1 PE=4 SV=1,ref|XP_020610775.1|,7.66E-175,dorsal-ventral patterning tolloid-like protein 1 [Orbicella faveolata],GO:0005576; GO:0005509; GO:0004222; GO:0008270; GO:0030154; GO:0007275,
Cluster_1411,evm.TU.chromosome_6.488,-0.1257105694,0.60809028,0.9305690615,166,-20.04,2 21,633 657,22,77.27%,81.82%,sp|O00339|MATN2_HUMAN,5.37E-54,Matrilin-2 OS=Homo sapiens GN=MATN2 PE=1 SV=4,tr|A0A2B4SUB1|A0A2B4SUB1_STYPI,0,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Stylophora pistillata GN=SVEP1 PE=4 SV=1",ref|XP_020610773.1|,0,uncharacterized protein LOC110049321 [Orbicella faveolata],GO:0005604; GO:0031012; GO:0005615; GO:0005578; GO:0005509; GO:0007411; GO:0031104; GO:0008347; GO:0001764; GO:0048678,GO:0016021
Cluster_4044,evm.TU.chromosome_11.1699,0.09406100454,0.7017058302,0.9511111352,162,-22.37,2 20,205 229,21,71.43%,80.95%,NA,NA,NA,NA,NA,NA,ref|XP_020625760.1|,6.99E-69,uncharacterized protein LOC110063147 [Orbicella faveolata],NA,NA
Cluster_3331,evm.TU.chromosome_4.2250,-0.09919499823,0.6861935668,0.9477715467,160,-21.76,2 19,666 690,20,75.00%,85.00%,sp|Q6P3R1|KIF22_XENTR,1.17E-169,Kinesin-like protein KIF22 OS=Xenopus tropicalis GN=kif22 PE=2 SV=1,tr|A0A2B4STD0|A0A2B4STD0_STYPI,0,Kinesin-like protein KIF22 OS=Stylophora pistillata GN=kif22 PE=4 SV=1,ref|XP_020631801.1|,0,kinesin-like protein KIF22 [Orbicella faveolata],GO:0005737; GO:0005871; GO:0005874; GO:0005634; GO:0005524; GO:0016887; GO:0003677; GO:0008017; GO:0003777; GO:0007018,GO:0005874; GO:0005524; GO:0008017; GO:0003777; GO:0007018
Cluster_3337,evm.TU.chromosome_4.2250,0.1216711454,0.61975512,0.9331485755,160,-21.76,2 19,666 690,20,75.00%,85.00%,sp|Q6P3R1|KIF22_XENTR,1.17E-169,Kinesin-like protein KIF22 OS=Xenopus tropicalis GN=kif22 PE=2 SV=1,tr|A0A2B4STD0|A0A2B4STD0_STYPI,0,Kinesin-like protein KIF22 OS=Stylophora pistillata GN=kif22 PE=4 SV=1,ref|XP_020631801.1|,0,kinesin-like protein KIF22 [Orbicella faveolata],GO:0005737; GO:0005871; GO:0005874; GO:0005634; GO:0005524; GO:0016887; GO:0003677; GO:0008017; GO:0003777; GO:0007018,GO:0005874; GO:0005524; GO:0008017; GO:0003777; GO:0007018
Cluster_3338,evm.TU.chromosome_4.2250,0.09525720605,0.6980811621,0.9503028301,160,-21.76,2 19,666 690,20,75.00%,85.00%,sp|Q6P3R1|KIF22_XENTR,1.17E-169,Kinesin-like protein KIF22 OS=Xenopus tropicalis GN=kif22 PE=2 SV=1,tr|A0A2B4STD0|A0A2B4STD0_STYPI,0,Kinesin-like protein KIF22 OS=Stylophora pistillata GN=kif22 PE=4 SV=1,ref|XP_020631801.1|,0,kinesin-like protein KIF22 [Orbicella faveolata],GO:0005737; GO:0005871; GO:0005874; GO:0005634; GO:0005524; GO:0016887; GO:0003677; GO:0008017; GO:0003777; GO:0007018,GO:0005874; GO:0005524; GO:0008017; GO:0003777; GO:0007018
Cluster_5061,evm.TU.chromosome_5.2350,0.0572908776,0.8157907109,0.9725047938,166,-20.87,2 21,781 801,19,73.68%,89.47%,sp|Q3MHQ7|TM86A_BOVIN,2.09E-60,Lysoplasmalogenase-like protein TMEM86A OS=Bos taurus GN=TMEM86A PE=2 SV=1,tr|A0A2B4RQ97|A0A2B4RQ97_STYPI,4.39E-125,Lysoplasmalogenase-like protein TMEM86A OS=Stylophora pistillata GN=Tmem86a PE=4 SV=1,ref|XP_020624385.1|,3.65E-161,lysoplasmalogenase-like protein TMEM86A [Orbicella faveolata],GO:0016021,GO:0016021
Cluster_1192,evm.TU.chromosome_7.1039,-0.08328703609,0.734622493,0.9577334625,164,-22.22,2 17,529 550,15,86.67%,86.67%,sp|F1QN74|ZMY10_DANRE,8.29E-07,Zinc finger MYND domain-containing protein 10 OS=Danio rerio GN=zmynd10 PE=2 SV=1,tr|A0A2B4S0B7|A0A2B4S0B7_STYPI,2.15E-168,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene13249 PE=4 SV=1,ref|XP_020620235.1|,0,uncharacterized protein LOC110057972 [Orbicella faveolata],GO:0034451; GO:0046872; GO:0036159; GO:0044458; GO:0036158,
Cluster_4425,evm.TU.chromosome_7.1035,-0.2973939334,0.216265829,0.7879099458,158,-23.59,2 20,194 217,20,70.00%,80.00%,sp|O05485|EPRA1_AERHY,1.11E-23,Extracellular protease OS=Aeromonas hydrophila GN=eprA1 PE=3 SV=1,tr|A0A2B4SIM1|A0A2B4SIM1_STYPI,2.39E-76,Extracellular protease OS=Stylophora pistillata GN=eprA1 PE=4 SV=1,ref|XP_020604817.1|,8.50E-112,peptidyl-Lys metalloendopeptidase-like [Orbicella faveolata],GO:0046872; GO:0004222,GO:0004222
Cluster_1453,evm.TU.chromosome_13.3634,0.272318141,0.2593604652,0.8126900508,158,-20.14,2 19,932 953,17,70.59%,82.35%,sp|G3M4F8|OCTB2_CHISP,9.60E-25,Octopamine receptor beta-2R OS=Chilo suppressalis GN=OA2B2 PE=2 SV=1,tr|A0A210QD58|A0A210QD58_MIZYE,4.59E-25,Dopamine receptor 1 OS=Mizuhopecten yessoensis GN=KP79_PYT26227 PE=3 SV=1,ref|XP_020610533.1|,3.99E-133,octopamine receptor beta-1R-like [Orbicella faveolata],GO:0016021; GO:0005622; GO:0005886; GO:0004989; GO:0008226; GO:0007189; GO:0071418; GO:0071927; GO:0071928,GO:0005887; GO:0004952
Cluster_1473,evm.TU.chromosome_2.1748,-0.1393797164,0.5692974614,0.9212501698,168,-20.46,2 21,882 903,19,73.68%,84.21%,sp|Q3EBC8|DCL2_ARATH,2.11E-29,Endoribonuclease Dicer homolog 2 OS=Arabidopsis thaliana GN=At3g03300 PE=1 SV=2,tr|A0A2B4RFJ4|A0A2B4RFJ4_STYPI,0,Dicer-like protein 1 OS=Stylophora pistillata GN=dcl1 PE=4 SV=1,ref|XP_020603828.1|,0,endoribonuclease Dicer homolog 3a-like isoform X2 [Orbicella faveolata],GO:0005737; GO:0005634; GO:0016442; GO:0005524; GO:0004386; GO:0046872; GO:0004525; GO:0003723; GO:0010216; GO:0010267; GO:0051214,GO:0005634; GO:0005524; GO:0003677; GO:0016787; GO:0008270
Cluster_1453,evm.TU.chromosome_2.1743,-0.1814230906,0.4572878323,0.8901842937,157,-22.91,2 20,415 435,18,66.67%,88.89%,sp|P55143|GLRX_RICCO,6.68E-27,Glutaredoxin OS=Ricinus communis PE=3 SV=1,tr|A8C9L0|A8C9L0_MONCP,4.92E-43,Glutaredoxin OS=Montipora capitata PE=2 SV=1,ref|XP_020603880.1|,9.51E-53,glutaredoxin-like [Orbicella faveolata],GO:0005737; GO:0009055; GO:0015035; GO:0045454,GO:0005623; GO:0009055; GO:0015035; GO:0045454
Cluster_3331,evm.TU.chromosome_14.6221,-0.3507207195,0.1409644068,0.7268395776,153,-20.53,2 15,372 394,14,85.71%,85.71%,sp|Q9H4G4|GAPR1_HUMAN,1.22E-24,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,tr|A0A2B4S8P5|A0A2B4S8P5_STYPI,4.69E-98,Golgi-associated plant pathogenesis-related protein 1 OS=Stylophora pistillata GN=GLIPR2 PE=4 SV=1,ref|XP_020613503.1|,2.96E-136,polycystic kidney disease protein 1-like 3 [Orbicella faveolata],GO:0070062; GO:0000139; GO:0042803; GO:0010634; GO:0010718; GO:0070374,
Cluster_3337,evm.TU.chromosome_14.6221,-0.09285322636,0.7053718444,0.9518568398,153,-20.53,2 15,372 394,14,85.71%,85.71%,sp|Q9H4G4|GAPR1_HUMAN,1.22E-24,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,tr|A0A2B4S8P5|A0A2B4S8P5_STYPI,4.69E-98,Golgi-associated plant pathogenesis-related protein 1 OS=Stylophora pistillata GN=GLIPR2 PE=4 SV=1,ref|XP_020613503.1|,2.96E-136,polycystic kidney disease protein 1-like 3 [Orbicella faveolata],GO:0070062; GO:0000139; GO:0042803; GO:0010634; GO:0010718; GO:0070374,
Cluster_3338,evm.TU.chromosome_14.6221,-0.08825363639,0.7193895355,0.9549022145,153,-20.53,2 15,372 394,14,85.71%,85.71%,sp|Q9H4G4|GAPR1_HUMAN,1.22E-24,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,tr|A0A2B4S8P5|A0A2B4S8P5_STYPI,4.69E-98,Golgi-associated plant pathogenesis-related protein 1 OS=Stylophora pistillata GN=GLIPR2 PE=4 SV=1,ref|XP_020613503.1|,2.96E-136,polycystic kidney disease protein 1-like 3 [Orbicella faveolata],GO:0070062; GO:0000139; GO:0042803; GO:0010634; GO:0010718; GO:0070374,
Cluster_4696,evm.TU.chromosome_8.720,0.05254274829,0.8308380612,0.9750695694,155,-20.86,2 21,955 978,21,66.67%,76.19%,sp|Q9WVK8|CP46A_MOUSE,5.68E-60,Cholesterol 24-hydroxylase OS=Mus musculus GN=Cyp46a1 PE=1 SV=1,tr|A0A2B4RC19|A0A2B4RC19_STYPI,1.38E-136,Cholesterol 24-hydroxylase OS=Stylophora pistillata GN=CYP46A1 PE=4 SV=1,gb|PFX15191.1|,2.14E-136,cholesterol 24-hydroxylase-like isoform X1 [Stylophora pistillata],GO:0005789; GO:0016021; GO:0031090; GO:0033781; GO:0020037; GO:0005506; GO:0006707; GO:0006805,GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
Cluster_3331,evm.TU.chromosome_8.2069,0.2216704558,0.3617359737,0.8589686457,152,-21.6,2 21,709 730,19,63.16%,73.68%,sp|O60645|EXOC3_HUMAN,0,Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2,tr|A0A2B4RKW4|A0A2B4RKW4_STYPI,0,Exocyst complex component 3 OS=Stylophora pistillata GN=Exoc3 PE=4 SV=1,gb|PFX16915.1|,0,exocyst complex component 3-like [Stylophora pistillata],GO:0005829; GO:0000145; GO:0005794; GO:0030426; GO:0030496; GO:0048471; GO:0030667; GO:0045296; GO:0000149; GO:0051601; GO:0006887; GO:0015031,GO:0000145; GO:0006887
Cluster_3337,evm.TU.chromosome_8.2069,-0.3474792458,0.1449291474,0.7310895392,152,-21.6,2 21,709 730,19,63.16%,73.68%,sp|O60645|EXOC3_HUMAN,0,Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2,tr|A0A2B4RKW4|A0A2B4RKW4_STYPI,0,Exocyst complex component 3 OS=Stylophora pistillata GN=Exoc3 PE=4 SV=1,gb|PFX16915.1|,0,exocyst complex component 3-like [Stylophora pistillata],GO:0005829; GO:0000145; GO:0005794; GO:0030426; GO:0030496; GO:0048471; GO:0030667; GO:0045296; GO:0000149; GO:0051601; GO:0006887; GO:0015031,GO:0000145; GO:0006887
Cluster_3338,evm.TU.chromosome_8.2069,-0.3315151195,0.1655879175,0.7504068688,152,-21.6,2 21,709 730,19,63.16%,73.68%,sp|O60645|EXOC3_HUMAN,0,Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2,tr|A0A2B4RKW4|A0A2B4RKW4_STYPI,0,Exocyst complex component 3 OS=Stylophora pistillata GN=Exoc3 PE=4 SV=1,gb|PFX16915.1|,0,exocyst complex component 3-like [Stylophora pistillata],GO:0005829; GO:0000145; GO:0005794; GO:0030426; GO:0030496; GO:0048471; GO:0030667; GO:0045296; GO:0000149; GO:0051601; GO:0006887; GO:0015031,GO:0000145; GO:0006887
