gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
Peve_00017973,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-24,ID=Peve_00017973;Name=Peve_00017973;start=1;stop=1;cds_size=1386::Porites_evermani_scaffold_2453:24252-25252,158,-22.9,2 19,814 833,17,70.59%,82.35%,0.1642614601,Porites evermanni
Peve_00017973,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-24,ID=Peve_00017973;Name=Peve_00017973;start=1;stop=1;cds_size=1386::Porites_evermani_scaffold_2453:24252-25252,158,-22.9,2 19,814 833,17,70.59%,82.35%,0.1875776398,Porites evermanni
Peve_00018099,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-5,ID=Peve_00018099;Name=Peve_00018099;start=1;stop=1;cds_size=1872::Porites_evermani_scaffold_247:318458-319458,157,-20.34,2 18,719 741,16,75.00%,81.25%,0.1642614601,Porites evermanni
Peve_00018103,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00018103;Name=Peve_00018103;start=1;stop=1;cds_size=594::Porites_evermani_scaffold_2470:29374-30374,158,-24.75,2 17,546 567,15,86.67%,86.67%,0.1616888889,Porites evermanni
Peve_00018126,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-11,ID=Peve_00018126;Name=Peve_00018126;start=1;stop=1;cds_size=2571::Porites_evermani_scaffold_2473:36664-37664,159,-20.37,2 16,792 811,14,85.71%,85.71%,0.1642614601,Porites evermanni
Peve_00018214,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-27,ID=Peve_00018214;Name=Peve_00018214;start=1;stop=1;cds_size=3543::Porites_evermani_scaffold_2484:72163-73163,184,-22.57,2 21,49 71,19,89.47%,89.47%,0.1616888889,Porites evermanni
Peve_00018218,GO:0009504,cell plate,2,2,0.31,0.0239,Cellular Components,peve-mir-novel-27,ID=Peve_00018218;Name=Peve_00018218;start=1;stop=1;cds_size=1341::Porites_evermani_scaffold_2484:51024-52024,184,-22.57,2 21,38 60,19,89.47%,89.47%,1,Porites evermanni
Peve_00018225,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00018225;Name=Peve_00018225;start=1;stop=1;cds_size=1413::Porites_evermani_scaffold_2486:49512-50512,166,-25.15,2 23,864 885,21,71.43%,90.48%,0.1642614601,Porites evermanni
Peve_00018228,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-33,ID=Peve_00018228;Name=Peve_00018228;start=1;stop=0;cds_size=882::Porites_evermani_scaffold_2487:0-821,151,-20.44,2 13,29 51,12,91.67%,91.67%,0.1762114537,Porites evermanni
Peve_00018228,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-33,ID=Peve_00018228;Name=Peve_00018228;start=1;stop=0;cds_size=882::Porites_evermani_scaffold_2487:0-821,151,-20.44,2 13,29 51,12,91.67%,91.67%,0.1642614601,Porites evermanni
Peve_00018231,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-35,ID=Peve_00018231;Name=Peve_00018231;start=1;stop=1;cds_size=1158::Porites_evermani_scaffold_2487:43280-44280,146,-20.82,2 18,431 451,19,73.68%,73.68%,0.1762114537,Porites evermanni
Peve_00018231,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-35,ID=Peve_00018231;Name=Peve_00018231;start=1;stop=1;cds_size=1158::Porites_evermani_scaffold_2487:43280-44280,146,-20.82,2 18,431 451,19,73.68%,73.68%,0.1642614601,Porites evermanni
Peve_00018245,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-14a,ID=Peve_00018245;Name=Peve_00018245;start=0;stop=1;cds_size=507::Porites_evermani_scaffold_2489:73240-73721,147,-20.28,2 16,357 379,14,71.43%,78.57%,0.1642614601,Porites evermanni
Peve_00018245,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-14b,ID=Peve_00018245;Name=Peve_00018245;start=0;stop=1;cds_size=507::Porites_evermani_scaffold_2489:73240-73721,147,-20.28,2 16,357 379,14,71.43%,78.57%,0.1642614601,Porites evermanni
Peve_00018329,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-25,ID=Peve_00018329;Name=Peve_00018329;start=1;stop=1;cds_size=960::Porites_evermani_scaffold_2497:34922-35922,175,-21.31,2 20,171 191,18,83.33%,88.89%,0.1642614601,Porites evermanni
Peve_00018329,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-25,ID=Peve_00018329;Name=Peve_00018329;start=1;stop=1;cds_size=960::Porites_evermani_scaffold_2497:34922-35922,175,-21.31,2 20,171 191,18,83.33%,88.89%,0.1748726655,Porites evermanni
Peve_00018338,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-13,ID=Peve_00018338;Name=Peve_00018338;start=1;stop=1;cds_size=534::Porites_evermani_scaffold_2498:72213-73213,158,-21.6,2 22,248 270,21,76.19%,76.19%,0.1642614601,Porites evermanni
Peve_00018350,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-28,ID=Peve_00018350;Name=Peve_00018350;start=1;stop=1;cds_size=711::Porites_evermani_scaffold_25:382618-383618,149,-21.04,2 19,78 102,18,55.56%,88.89%,0.1642614601,Porites evermanni
Peve_00018350,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-28,ID=Peve_00018350;Name=Peve_00018350;start=1;stop=1;cds_size=711::Porites_evermani_scaffold_25:382618-383618,149,-21.04,2 19,78 102,18,55.56%,88.89%,0.1616888889,Porites evermanni
Peve_00018365,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00018365;Name=Peve_00018365;start=1;stop=1;cds_size=1323::Porites_evermani_scaffold_25:533944-534944,152,-20.84,2 21,229 251,19,68.42%,68.42%,0.1642614601,Porites evermanni
Peve_00018440,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00018440;Name=Peve_00018440;start=0;stop=1;cds_size=504::Porites_evermani_scaffold_250:151230-152230,142,-24.32,2 20,398 416,18,66.67%,72.22%,0.1616888889,Porites evermanni
Peve_00018473,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-36,ID=Peve_00018473;Name=Peve_00018473;start=1;stop=1;cds_size=1131::Porites_evermani_scaffold_2502:14750-15750,162,-21.58,2 21,149 169,19,73.68%,84.21%,0.1616888889,Porites evermanni
Peve_00018491,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-27,ID=Peve_00018491;Name=Peve_00018491;start=0;stop=1;cds_size=1191::Porites_evermani_scaffold_2505:55007-56007,159,-20.36,2 21,520 546,23,65.22%,78.26%,0.1642614601,Porites evermanni
Peve_00018491,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-27,ID=Peve_00018491;Name=Peve_00018491;start=0;stop=1;cds_size=1191::Porites_evermani_scaffold_2505:55007-56007,167,-21.39,2 22,55 81,24,75.00%,79.17%,0.1642614601,Porites evermanni
Peve_00018495,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-10,ID=Peve_00018495;Name=Peve_00018495;start=1;stop=1;cds_size=372::Porites_evermani_scaffold_2506:37424-38424,155,-22.08,2 21,156 180,21,71.43%,71.43%,0.1762114537,Porites evermanni
Peve_00018495,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00018495;Name=Peve_00018495;start=1;stop=1;cds_size=372::Porites_evermani_scaffold_2506:37424-38424,155,-22.08,2 21,156 180,21,71.43%,71.43%,0.1616888889,Porites evermanni
Peve_00018495,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-10,ID=Peve_00018495;Name=Peve_00018495;start=1;stop=1;cds_size=372::Porites_evermani_scaffold_2506:37424-38424,155,-22.08,2 21,156 180,21,71.43%,71.43%,0.1748726655,Porites evermanni
Peve_00018495,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-10,ID=Peve_00018495;Name=Peve_00018495;start=1;stop=1;cds_size=372::Porites_evermani_scaffold_2506:37424-38424,155,-22.08,2 21,156 180,21,71.43%,71.43%,0.1875776398,Porites evermanni
Peve_00018525,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00018525;Name=Peve_00018525;start=1;stop=1;cds_size=1704::Porites_evermani_scaffold_251:123753-124753,153,-21.23,2 22,932 954,20,65.00%,70.00%,0.1642614601,Porites evermanni
Peve_00018525,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00018525;Name=Peve_00018525;start=1;stop=1;cds_size=1704::Porites_evermani_scaffold_251:123753-124753,153,-21.23,2 22,932 954,20,65.00%,70.00%,0.1616888889,Porites evermanni
Peve_00018548,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-12,ID=Peve_00018548;Name=Peve_00018548;start=0;stop=1;cds_size=3042::Porites_evermani_scaffold_2511:10234-11234,167,-26.71,2 21,119 141,20,80.00%,80.00%,0.1762114537,Porites evermanni
Peve_00018548,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-12,ID=Peve_00018548;Name=Peve_00018548;start=0;stop=1;cds_size=3042::Porites_evermani_scaffold_2511:10234-11234,167,-26.71,2 21,119 141,20,80.00%,80.00%,0.1642614601,Porites evermanni
Peve_00018548,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-12,ID=Peve_00018548;Name=Peve_00018548;start=0;stop=1;cds_size=3042::Porites_evermani_scaffold_2511:10234-11234,167,-26.71,2 21,119 141,20,80.00%,80.00%,0.1748726655,Porites evermanni
Peve_00018548,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-12,ID=Peve_00018548;Name=Peve_00018548;start=0;stop=1;cds_size=3042::Porites_evermani_scaffold_2511:10234-11234,167,-26.71,2 21,119 141,20,80.00%,80.00%,0.1875776398,Porites evermanni
Peve_00018592,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-23,ID=Peve_00018592;Name=Peve_00018592;start=1;stop=1;cds_size=858::Porites_evermani_scaffold_2519:35432-36432,167,-20.66,2 22,150 175,23,73.91%,82.61%,0.1642614601,Porites evermanni
Peve_00018592,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-23,ID=Peve_00018592;Name=Peve_00018592;start=1;stop=1;cds_size=858::Porites_evermani_scaffold_2519:35432-36432,167,-20.66,2 22,150 175,23,73.91%,82.61%,0.1616888889,Porites evermanni
Peve_00018650,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-37,ID=Peve_00018650;Name=Peve_00018650;start=1;stop=1;cds_size=2127::Porites_evermani_scaffold_2524:17571-18571,147,-22.03,2 17,506 531,19,68.42%,73.68%,0.1762114537,Porites evermanni
Peve_00018650,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00018650;Name=Peve_00018650;start=1;stop=1;cds_size=2127::Porites_evermani_scaffold_2524:17571-18571,147,-22.03,2 17,506 531,19,68.42%,73.68%,0.1642614601,Porites evermanni
Peve_00018650,GO:0030424,axon,1178,206,182.04,0.0103,Cellular Components,peve-mir-novel-37,ID=Peve_00018650;Name=Peve_00018650;start=1;stop=1;cds_size=2127::Porites_evermani_scaffold_2524:17571-18571,147,-22.03,2 17,506 531,19,68.42%,73.68%,0.1748726655,Porites evermanni
Peve_00018650,GO:0043025,neuronal cell body,805,151,124.4,0.0153,Cellular Components,peve-mir-novel-37,ID=Peve_00018650;Name=Peve_00018650;start=1;stop=1;cds_size=2127::Porites_evermani_scaffold_2524:17571-18571,147,-22.03,2 17,506 531,19,68.42%,73.68%,0.1875776398,Porites evermanni
Peve_00018688,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-19,ID=Peve_00018688;Name=Peve_00018688;start=1;stop=1;cds_size=1215::Porites_evermani_scaffold_253:93172-94172,167,-22.88,2 21,619 643,22,72.73%,81.82%,0.1616888889,Porites evermanni
Peve_00018745,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-16,ID=Peve_00018745;Name=Peve_00018745;start=1;stop=1;cds_size=2982::Porites_evermani_scaffold_2536:5908-6908,156,-20.06,2 21,646 667,19,57.89%,84.21%,0.1616888889,Porites evermanni
Peve_00018745,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-31,ID=Peve_00018745;Name=Peve_00018745;start=1;stop=1;cds_size=2982::Porites_evermani_scaffold_2536:5908-6908,154,-21.5,2 21,748 768,19,63.16%,84.21%,0.1616888889,Porites evermanni
Peve_00018768,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-23,ID=Peve_00018768;Name=Peve_00018768;start=1;stop=1;cds_size=918::Porites_evermani_scaffold_254:100085-101085,169,-20.08,2 20,187 208,18,83.33%,88.89%,0.1642614601,Porites evermanni
Peve_00018844,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-24,ID=Peve_00018844;Name=Peve_00018844;start=1;stop=1;cds_size=1758::Porites_evermani_scaffold_255:284386-285386,148,-21.52,2 17,797 813,15,80.00%,80.00%,0.1642614601,Porites evermanni
Peve_00018844,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-4,ID=Peve_00018844;Name=Peve_00018844;start=1;stop=1;cds_size=1758::Porites_evermani_scaffold_255:284386-285386,162,-21.52,2 20,113 136,19,78.95%,78.95%,0.1642614601,Porites evermanni
Peve_00018845,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-4,ID=Peve_00018845;Name=Peve_00018845;start=1;stop=1;cds_size=1296::Porites_evermani_scaffold_255:286003-287003,149,-20.4,2 22,938 957,20,60.00%,80.00%,0.1616888889,Porites evermanni
Peve_00018868,GO:0005769,early endosome,681,120,105.24,0.0122,Cellular Components,peve-mir-novel-7,ID=Peve_00018868;Name=Peve_00018868;start=0;stop=1;cds_size=1500::Porites_evermani_scaffold_2553:60205-61205,156,-22.83,2 23,594 614,21,71.43%,85.71%,0.1762114537,Porites evermanni
Peve_00018868,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00018868;Name=Peve_00018868;start=0;stop=1;cds_size=1500::Porites_evermani_scaffold_2553:60205-61205,156,-22.83,2 23,594 614,21,71.43%,85.71%,0.1642614601,Porites evermanni
Peve_00018868,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-7,ID=Peve_00018868;Name=Peve_00018868;start=0;stop=1;cds_size=1500::Porites_evermani_scaffold_2553:60205-61205,156,-22.83,2 23,594 614,21,71.43%,85.71%,0.1616888889,Porites evermanni
Peve_00018886,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-12,ID=Peve_00018886;Name=Peve_00018886;start=1;stop=1;cds_size=666::Porites_evermani_scaffold_2558:872-1872,150,-20.34,2 21,799 824,23,65.22%,73.91%,0.1642614601,Porites evermanni
Peve_00018889,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-20,ID=Peve_00018889;Name=Peve_00018889;start=0;stop=1;cds_size=444::Porites_evermani_scaffold_2558:4346-5346,157,-21.26,2 18,922 942,16,68.75%,87.50%,0.1642614601,Porites evermanni
Peve_00018889,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-21,ID=Peve_00018889;Name=Peve_00018889;start=0;stop=1;cds_size=444::Porites_evermani_scaffold_2558:4346-5346,157,-21.26,2 18,922 942,16,68.75%,87.50%,0.1642614601,Porites evermanni
Peve_00018894,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00018894;Name=Peve_00018894;start=1;stop=1;cds_size=675::Porites_evermani_scaffold_256:135358-136358,151,-21.07,2 21,442 466,21,66.67%,71.43%,0.1642614601,Porites evermanni
Peve_00018894,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00018894;Name=Peve_00018894;start=1;stop=1;cds_size=675::Porites_evermani_scaffold_256:135358-136358,151,-21.07,2 21,442 466,21,66.67%,71.43%,0.1616888889,Porites evermanni
Peve_00018942,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00018942;Name=Peve_00018942;start=0;stop=0;cds_size=2427::Porites_evermani_scaffold_2565:737-1737,141,-25.83,2 18,908 930,16,56.25%,75.00%,0.1616888889,Porites evermanni
Peve_00018946,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-4,ID=Peve_00018946;Name=Peve_00018946;start=1;stop=1;cds_size=5640::Porites_evermani_scaffold_2565:40170-41170,155,-21.45,2 22,908 932,22,68.18%,77.27%,0.1642614601,Porites evermanni
Peve_00018947,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00018947;Name=Peve_00018947;start=1;stop=1;cds_size=594::Porites_evermani_scaffold_2566:2734-3734,157,-20.29,2 19,829 852,19,73.68%,78.95%,0.1642614601,Porites evermanni
Peve_00018979,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00018979;Name=Peve_00018979;start=0;stop=1;cds_size=1104::Porites_evermani_scaffold_257:234205-235205,159,-27.63,2 21,750 773,20,75.00%,75.00%,0.1642614601,Porites evermanni
Peve_00018987,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-31,ID=Peve_00018987;Name=Peve_00018987;start=0;stop=1;cds_size=813::Porites_evermani_scaffold_257:330623-331623,158,-23.16,2 21,921 941,19,73.68%,78.95%,0.1642614601,Porites evermanni
Peve_00019033,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-7,ID=Peve_00019033;Name=Peve_00019033;start=1;stop=1;cds_size=3804::Porites_evermani_scaffold_2576:69470-70470,165,-21.01,2 19,205 229,18,77.78%,88.89%,0.1642614601,Porites evermanni
Peve_00019033,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-7,ID=Peve_00019033;Name=Peve_00019033;start=1;stop=1;cds_size=3804::Porites_evermani_scaffold_2576:69470-70470,165,-21.01,2 19,205 229,18,77.78%,88.89%,0.1616888889,Porites evermanni
Peve_00019033,GO:0031088,platelet dense granule membrane,57,15,8.81,0.0237,Cellular Components,peve-mir-novel-7,ID=Peve_00019033;Name=Peve_00019033;start=1;stop=1;cds_size=3804::Porites_evermani_scaffold_2576:69470-70470,165,-21.01,2 19,205 229,18,77.78%,88.89%,0.2631578947,Porites evermanni
Peve_00019033,GO:0098591,external side of apical plasma membrane,61,15,9.43,0.0419,Cellular Components,peve-mir-novel-7,ID=Peve_00019033;Name=Peve_00019033;start=1;stop=1;cds_size=3804::Porites_evermani_scaffold_2576:69470-70470,165,-21.01,2 19,205 229,18,77.78%,88.89%,0.2459016393,Porites evermanni
Peve_00019093,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-12,ID=Peve_00019093;Name=Peve_00019093;start=1;stop=1;cds_size=4137::Porites_evermani_scaffold_2584:12799-13799,156,-21.38,2 20,246 265,18,72.22%,83.33%,0.1642614601,Porites evermanni
Peve_00019093,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-12,ID=Peve_00019093;Name=Peve_00019093;start=1;stop=1;cds_size=4137::Porites_evermani_scaffold_2584:12799-13799,156,-21.38,2 20,246 265,18,72.22%,83.33%,0.1616888889,Porites evermanni
Peve_00019165,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-28,ID=Peve_00019165;Name=Peve_00019165;start=1;stop=1;cds_size=741::Porites_evermani_scaffold_2593:13824-14824,156,-20.37,2 19,710 732,17,70.59%,88.24%,0.1642614601,Porites evermanni
Peve_00019176,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-10,ID=Peve_00019176;Name=Peve_00019176;start=1;stop=1;cds_size=591::Porites_evermani_scaffold_2594:53926-54926,140,-23.43,2 9,798 820,7,100.00%,100.00%,0.1642614601,Porites evermanni
Peve_00019176,GO:0016020,membrane,11250,1819,1738.49,0.026,Cellular Components,peve-mir-novel-10,ID=Peve_00019176;Name=Peve_00019176;start=1;stop=1;cds_size=591::Porites_evermani_scaffold_2594:53926-54926,140,-23.43,2 9,798 820,7,100.00%,100.00%,0.1616888889,Porites evermanni
Peve_00019216,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-28,ID=Peve_00019216;Name=Peve_00019216;start=1;stop=1;cds_size=2163::Porites_evermani_scaffold_26:496798-497798,153,-21.04,2 16,611 633,14,78.57%,92.86%,0.1642614601,Porites evermanni
Peve_00019217,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-37,ID=Peve_00019217;Name=Peve_00019217;start=0;stop=1;cds_size=1119::Porites_evermani_scaffold_26:499367-500367,165,-21.01,2 20,884 907,20,80.00%,85.00%,0.1642614601,Porites evermanni
Peve_00019218,GO:0005886,plasma membrane,7068,1161,1092.23,0.0102,Cellular Components,peve-mir-novel-30,ID=Peve_00019218;Name=Peve_00019218;start=1;stop=1;cds_size=1014::Porites_evermani_scaffold_26:532407-533407,158,-22.11,2 20,911 934,20,65.00%,85.00%,0.1642614601,Porites evermanni
